year,unitid,inst_name,state_name,admission_rate,enrollement_rate,number_applied,number_admitted,number_enrolled_ft,number_enrolled_pt,number_enrolled_total,zip,region,inst_category,inst_size,longitude,latitude,default_rate,default_rate_denom,rev_tuition_fees_gross,rev_tuition_fees_net,rev_appropriations_local,rev_grants_contracts_local,rev_fed_approps_grants,rev_state_local_approps_grants,rev_gifts_grants_contracts,rev_other,rev_operating,rev_nonoperating,rev_total_current,exp_instruc_total,exp_research_total,exp_pub_serv_total,exp_res_pub_serv_total,exp_acad_supp_total,exp_student_serv_total,exp_total_current,exp_total_salaries,exp_total_benefits,endowment_beg,endowment_end,total_revenues_additions,total_expenses_deductions,completers_150pct,completion_rate_150pct,room_board_charge,independent_pct,female_pct,married_pct,faminc_med
1990,139755,GEORGIA INSTITUTE OF TECHNOLOGY MAIN CAMPUS,Georgia,,,,,,,,30332,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV",,,,,,,36717968,,,306374,105590168,101881896,35248900,6171447,,,315556512,68356264,139698832,6739556,146438384,16323965,3865839,311743872,98264016,24703356,,,,,,,,,,,
1991,139755,GEORGIA INSTITUTE OF TECHNOLOGY MAIN CAMPUS,Georgia,,,,,,,,30332,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV",,,,,,,39627552,,,283574,106882440,98810056,40025492,8258484,,,326221984,72354632,140204656,8200486,148405136,16055367,3875875,326970400,101564696,25533160,,,,,,,,,,,
1992,139755,GEORGIA INSTITUTE OF TECHNOLOGY MAIN CAMPUS,Georgia,,,,,,,,30332,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV",,,,,,,40936348,,,136197,104178176,110844664,47056024,5446942,,,347535296,80538352,134286896,13382214,147669104,14716536,5954223,343587424,108304552,26921858,,,,,,,,,,,
1993,139755,GEORGIA INSTITUTE OF TECHNOLOGY MAIN CAMPUS,Georgia,,,,,,,,30332,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV",,,,,,,42461836,,,179022,103081376,129616320,43804744,7607836,,,370329984,87681392,143448848,14002400,157451248,16868662,6479130,366341312,113543856,28630186,,,,,,,4404,,,,
1994,139755,GEORGIA INSTITUTE OF TECHNOLOGY MAIN CAMPUS,Georgia,,,,,,,,,,,,,,,,44690792,,,323327,114396608,149888768,46055048,9354237,,,408285280,98711512,152303936,16318614,168622544,19764232,5887790,404504928,126620480,31466496,,,,,,,4311,,,,
1995,139755,GEORGIA INSTITUTE OF TECHNOLOGY MAIN CAMPUS,Georgia,,,,,,,,30332,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV",,,,,,,48006240,,,221832,133210544,164984288,47171048,10029107,,,453300608,104553088,173327360,19755530,193082896,20947972,6766527,448229344,219537872,47697080,,,,,,,4686,,,,
1996,139755,GEORGIA INSTITUTE OF TECHNOLOGY MAIN CAMPUS,Georgia,,,,,,,,30332,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV",,,,,,,53760544,,,69880,115966792,189916640,68867472,16328206,,,498574432,113199584,184746768,23698908,208445680,23622428,6924797,487300640,231025184,52701176,42064628,52695920,,,1186,0.678,,,,,
1997,139755,GEORGIA INSTITUTE OF TECHNOLOGY-MAIN CAMPUS,Georgia,,,,,,,,30332,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV",,,,,,,61761904,,,185062,146232688,190168848,59479376,17615798,,,530454912,125098576,200477744,24242732,224720480,24928784,7265913,525655936,249830112,56558560,52695920,57109216,,,1163,0.688,,0.0990566,0.295597,0.0330189,46357
1998,139755,GEORGIA INSTITUTE OF TECHNOLOGY-MAIN CAMPUS,Georgia,,,,,,,,30332,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV",,,,,,,67188704,,,411535,147135696,207963088,69057872,26346278,,,577873600,135811872,217267488,23246098,240513584,27147216,7920680,573238848,261537920,58654796,57109216,62273528,,,1357,0.691,,0.0877535,0.286271,0.0273011,47971
1999,139755,GEORGIA INSTITUTE OF TECHNOLOGY-MAIN CAMPUS,Georgia,,,,,,,,,,,,,,,,71564328,,,592470,156132096,225196896,81222960,38555556,,,636847488,140243328,255353328,28384592,283737920,28207680,14765046,625803008,294157248,61191496,62273528,70019376,,,1387,0.689,,0.0867993,0.287161,0.0256781,51786
2000,139755,GEORGIA INSTITUTE OF TECHNOLOGY-MAIN CAMPUS,Georgia,,,,,,,,30332,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV",,,,,,,79203344,,,1150772,161197632,285297664,84853504,34915124,,,710910080,148005104,254153216,41019004,295172224,27363800,15934051,653738304,313238688,61316176,70019376,70284848,,,1433,0.676,,0.0997584,0.285123,0.0276148,55678
2001,139755,GEORGIA INSTITUTE OF TECHNOLOGY-MAIN CAMPUS,Georgia,0.544216969,0.431452395,9476,5157,2221,4,2225,,,,,,,,,87782240,87010408,,89450256,177994320,330110592,592471,12566325,430366912,241354864,708941248,170479296,292552608,46228104,338780704,33181996,21735448,658557568,334037088,67196672,,,708941248,658557568,1438,0.678,,0.10404,0.281481,0.026936,59066
2002,139755,GEORGIA INSTITUTE OF TECHNOLOGY-MAIN CAMPUS,Georgia,0.58862951,0.433017078,8953,5270,2281,1,2282,30332,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV",,,,,,,92725488,82267248,,96460048,226794224,322705312,1967883,38203016,501290560,228933200,739934848,184300416,351297440,56978936,408276384,36727940,21146194,758455040,371269344,71670000,51478136,51820528,739934848,758455040,1434,0.693,,0.0899609,0.280313,0.0286832,63139
2003,139755,GEORGIA INSTITUTE OF TECHNOLOGY-MAIN CAMPUS,Georgia,0.628251487,0.415336056,8573,5386,2228,9,2237,30332,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV",,,,,,,112893224,97048488,,100062160,266014688,321102496,2609887,31870332,565567360,203871392,910261120,201571648,392079584,33913904,425993472,36811776,23149944,792229888,391576768,74808592,51820528,54048812,910261120,792229888,1788,0.719,,0.0815478,0.268948,0.0252638,64270
2004,139755,GEORGIA INSTITUTE OF TECHNOLOGY-MAIN CAMPUS,Georgia,0.701213819,0.429260985,8568,6008,2577,2,2579,,,,,,,,,115050576,97660688,,98072328,273374304,326564832,12697965,13935564,575614400,223317536,805530176,204368192,390051040,42865788,432916832,37414228,27394678,819240512,403861120,74599744,302671008,262846800,805530176,819240512,1745,0.761,,0.0906407,0.273694,0.0265722,64000
2005,139755,Georgia Institute of Technology-Main Campus,Georgia,0.674989097,0.392020675,9172,6191,2425,2,2427,30332,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","10,000-19,999",,,,,124354408,106131408,,122087408,277281664,371410560,7914303,17911590,624286400,239774928,877206848,217156416,403956576,47742168,451698752,41466176,24116664,859740608,410614880,81357888,269441984,264955008,877206848,859740608,1726,0.77,,0.0974922,0.282615,0.0287405,65100
2006,139755,Georgia Institute of Technology-Main Campus,Georgia,0.66627027,0.460327762,9250,6163,2837,,2837,30332,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","10,000-19,999",,,,,150111584,120553424,,145131744,271377088,412160096,8321310,34303660,667930688,277033120,996789248,236140400,426085408,52350128,478435520,47505288,27442254,936375488,437773024,86818312,264955008,327519008,996789248,936375488,1727,0.777,,0.0897325,0.280702,0.0264596,62542
2007,139755,Georgia Institute of Technology-Main Campus,Georgia,0.629765633,0.450351569,9259,5831,2624,2,2626,30332,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","10,000-19,999",,,,,161887456,135149776,,149509232,287998688,441890560,5323093,42118272,721356608,291647904,1051894400,241282320,475960512,54062168,530022688,50655548,29517480,1006807744,472572544,95913416,327519008,320150624,1051894400,1006807744,1756,0.772,,0.0915677,0.286584,0.0310055,63683
2008,139755,Georgia Institute of Technology-Main Campus,Georgia,0.633485099,0.42927148,9664,6122,2626,2,2628,30332-0530,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","10,000-19,999",,,,,180037392,151714912,,186615328,327226784,454552192,18321576,9128271,793282048,279791872,1131130880,246688960,501987488,53862500,555849984,49202820,29539698,1051641216,509722592,101024432,320150624,293382176,1131130880,1051641216,1761,0.792,,0.102292,0.289685,0.0346705,67442
2009,139755,Georgia Institute of Technology-Main Campus,Georgia,0.609085592,0.422535211,10258,6248,2637,3,2640,30332-0530,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-84.398,33.6673,,,212266432,177483248,,188290608,414289152,405805376,2975439,17322540,866106752,273959936,1158535552,243438368,541639872,49704352,591344256,53398072,29993084,1093918208,540847744,108011136,293382176,338018080,1158535552,1093918208,2051,0.797,,0.105497,0.291227,0.0291505,66066
2010,139755,Georgia Institute of Technology-Main Campus,Georgia,0.587911127,0.395774438,11432,6721,2655,5,2660,,,,,,,,,239174736,199963728,,197187952,422497024,430311968,2333916,31127170,954674944,258453696,1287275648,258728304,591278656,50728372,642007040,48448972,34704128,1165156608,563977664,117203944,1388860032,1619718016,1287275648,1165156608,1906,0.789,,0.104877,0.310435,0.0296277,63634.5
2011,139755,Georgia Institute of Technology-Main Campus,Georgia,0.516932197,0.388761468,13495,6976,2706,6,2712,30332-0530,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-84.396,33.7737,0.02,1880,273431456,235003328,,226354448,485326144,445940256,2838709,24764594,1083188864,241597920,1338211456,282344064,658329600,57913432,716243008,55221640,34646076,1274215936,586100096,124587408,1619718016,1608247936,1338211456,1274215936,2251,0.793,,0.108881,0.325138,0.0333668,60842.5
2012,139755,Georgia Institute of Technology-Main Campus,Georgia,0.511783078,0.373786408,14088,7210,2692,3,2695,,,,,,,0.033,1972,310668736,271444672,,239409872,516033984,457943744,32662540,21633834,1169290496,269605248,1450345344,309272064,697890944,57441820,755332736,58403700,38089384,1338734208,610374720,132938992,1608247936,1714876032,1450345344,1338734208,2155,0.822,,0.0959793,0.322957,0.0274968,62913
2013,139755,Georgia Institute of Technology-Main Campus,Georgia,0.549334244,0.378371659,14645,8045,3039,5,3044,30332-0530,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-84.396,33.7737,0.025,2242,326785472,287203040,,189450048,505556032,423815200,31842764,11675733,1123451520,291651360,1422078720,295792864,723954048,55311980,779266048,57502904,37845816,1357610880,638403904,142542192,1714876032,1889014016,1422078720,1357610880,2147,0.815,,0.0936875,0.314196,0.02485,64958
2014,139755,Georgia Institute of Technology-Main Campus,Georgia,0.333835574,0.325078116,25884,8641,2805,4,2809,30332-0530,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-84.396,33.7737,0.017,2455,359168000,318573216,,204703280,532379872,442381504,34074456,2648845,1204924672,289930752,1563387392,332329216,737075392,57986612,795062016,56941428,38598732,1436558208,675943424,144580048,1889014016,1858977024,1563387392,1436558208,2250,0.848,,0.103249,0.329183,0.0267234,64938
2015,139755,Georgia Institute of Technology-Main Campus,Georgia,0.3216996,0.352022792,27277,8775,3087,2,3089,,,,,,,0.02,2379,400006176,353571392,,211486432,543106688,452491296,1721782,531410,1257376896,262135296,1533252736,319076608,762699840,58224084,820923904,58518776,39244728,1454392192,703534976,160007120,1858977024,1843763968,1533252736,1454392192,2335,0.863,,0.0890833,0.360544,0.0239715,67276
2016,139755,Georgia Institute of Technology-Main Campus,Georgia,0.257730608,0.365658363,30528,7868,2873,4,2877,30332-0530,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-84.3948,33.7724,0.012,2409,412344416,361845824,,233235552,556436736,508875168,2738147,8150022,1308705536,303937376,1620668416,334572576,809284160,69816648,879100800,63937640,42422684,1561314432,750560064,197769312,1843763968,1985801984,1620668416,1561314432,2290,0.853,,0.0842618,0.377437,0.0194986,71161
2017,139755,Georgia Institute of Technology-Main Campus,Georgia,0.23395879,0.388248066,31497,7369,2855,6,2861,30332-0530,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","20,000 and above",-84.3948,33.7724,0.012,2472,422712928,369856160,,247095984,625634304,546508032,1498581,16947962,1406529536,332696768,1748050304,344736256,879841280,78546416,958387712,66179408,43219188,1706288128,793136640,229223520,1985801984,2091110016,1748050304,1706288128,,,,,,,
1990,139931,GEORGIA SOUTHERN UNIVERSITY,Georgia,,,,,,,,30460,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV",,,,,,,18308032,,,85186,6396214,37234392,272101,123195,,,79912264,30122168,1177579,1056047,2233626,7121284,3104913,77854392,35792476,10109986,,,,,,,,,,,
1991,139931,GEORGIA SOUTHERN UNIVERSITY,Georgia,,,,,,,,30460,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV",,,,,,,20959504,,,122638,8361147,39025944,480155,52197,,,87492000,32491332,1140237,1310376,2450613,8051419,3266339,84559328,38496632,10455616,,,,,,,,,,,
1992,139931,GEORGIA SOUTHERN UNIVERSITY,Georgia,,,,,,,,30460,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV",,,,,,,24303052,,,82629,8818218,41934284,311700,3980242,,,102790592,35356752,1030822,1061414,2092236,9034874,6020579,100591368,42532104,12186528,,,,,,,,,,,
1993,139931,GEORGIA SOUTHERN UNIVERSITY,Georgia,,,,,,,,30460,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV",,,,,,,25606512,,,112257,7999735,50262540,232671,2317642,,,110957440,38096692,1113039,1084593,2197632,9875891,6175738,107477648,46488864,13499589,,,,,,,,,,,
1994,139931,GEORGIA SOUTHERN UNIVERSITY,Georgia,,,,,,,,,,,,,,,,26119784,,,168315,7857564,59913332,245926,2316136,,,122107440,41425136,1233556,807903,2041459,10890983,7206485,118565568,50506648,14107648,,,,,,,,,,,
1995,139931,GEORGIA SOUTHERN UNIVERSITY,Georgia,,,,,,,,30460,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV",,,,,,,28002588,,,193867,8923108,64150880,235046,3471596,,,131213680,43171780,1140189,1058049,2198238,11297418,5325769,125892344,53020400,15147605,,,,,,,,,,,
1996,139931,GEORGIA SOUTHERN UNIVERSITY,Georgia,,,,,,,,30460,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV",,,,,,,30090136,,,285322,40913524,66986232,655144,3229400,,,168138496,46206700,1250545,1124543,2375088,10789083,8053939,134306352,57256700,16694294,1407039,1472491,,,999,0.365,,,,,
1997,139931,GEORGIA SOUTHERN UNIVERSITY,Georgia,,,,,,,,30460,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV",,,,,,,32253400,,,294920,12255551,74028664,745785,3251406,,,148185424,50641288,1282297,1672597,2954894,11349359,9074652,144425648,61549908,16995756,1472491,1655531,,,1003,0.355,,0.114972,0.542514,0.0410351,38617.5
1998,139931,GEORGIA SOUTHERN UNIVERSITY,Georgia,,,,,,,,30460,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV",,,,,,,32731720,,,252879,11463715,79794240,892479,2861948,,,155963088,54414604,1643326,1579302,3222628,11246418,9269986,153407872,63821000,17968400,1655531,1683419,,,1121,0.379,,0.118058,0.555728,0.0431068,39620
1999,139931,GEORGIA SOUTHERN UNIVERSITY,Georgia,,,,,,,,,,,,,,,,34849632,,,212586,11126640,83541360,987881,2977570,,,163259904,56602024,1650283,1743590,3393873,11329050,9555814,159551680,66317888,19478760,14238041,16923396,,,1027,0.344,,0.106203,0.54674,0.0415268,40816
2000,139931,GEORGIA SOUTHERN UNIVERSITY,Georgia,,,,,,,,30460,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV",,,,,,,34653396,,,1120531,11346021,88212032,173386,2960817,,,167780432,57817168,1592646,2190739,3783385,11814790,11546015,164754064,68463760,18402218,1915990,2089053,,,1217,0.381,,0.107599,0.535156,0.040483,44416.5
2001,139931,GEORGIA SOUTHERN UNIVERSITY,Georgia,0.791341463,0.44367391,8200,6489,2853,26,2879,,,,,,,,,32551132,27800932,,660496,14182620,80612768,,3025285,76736632,80259376,174649920,66073152,2126207.5,2510933.5,4637141,11541820,13158325,153340928,73542048,19518420,,,174649920,153340928,1147,0.363,,0.124483,0.524445,0.0487025,45995
2002,139931,GEORGIA SOUTHERN UNIVERSITY,Georgia,0.613798183,0.533,8146,5000,2628,37,2665,30460,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV",,,,,,,36686348,29787076,,293097,14220343,76227024,,3218378,79681760,76414344,179879376,67729776,2189664.5,2451821.75,4641486,13250199,14939557,158350496,76491752,20498614,2242929,2222611,179879376,158350496,970,0.374,,0.139438,0.515545,0.0614283,45675
2003,139931,GEORGIA SOUTHERN UNIVERSITY,Georgia,0.550421709,0.579391517,8181,4503,2593,16,2609,30460,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV",,,,,,,40754528,32978720,,1209290,15913800,74593800,10923,2949238,89361728,73617680,166686064,68057912,2478877,2759776.25,5238653,13465234,14887023,160960160,76508816,20263386,2222611,2347834,166686064,160960160,1095,0.378,,0.142324,0.523099,0.0621891,45885
2004,139931,GEORGIA SOUTHERN UNIVERSITY,Georgia,0.539957076,0.64624737,7921,4277,2735,29,2764,,,,,,,,,45605480,37702264,,1205277,17123972,76028376,881053,3598723,98884784,75714288,177863840,70252960,3870683.75,2752580,6623264,15059467,15386781,168879312,78087072,19377860,2347834,2321820,177863840,168879312,1336,0.409,,0.137344,0.510111,0.0551062,46888.5
2005,139931,Georgia Southern University,Georgia,0.542447237,0.657923497,8434,4575,2983,27,3010,30460,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","10,000-19,999",,,,,51272724,43869788,,1346902,16557362,80875344,1078505,4238798,107604328,81779120,193145376,74092616,4211741,3293737.5,7505478.5,15608965,15738430,185086096,81514456,22308488,2321820,2465814,193145376,185086096,1228,0.43,,0.127618,0.509011,0.0482221,48987
2006,139931,Georgia Southern University,Georgia,0.55227656,0.685932388,8302,4585,3125,20,3145,30460,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","10,000-19,999",,,,,56540612,46491392,,1404471,18140148,87640104,1305679,4697406,114822248,90785376,212128752,79405280,4172313.5,3341369.25,7513683,17412974,19910588,203907200,87765792,23715674,33877740,39384776,212128752,203907200,1186,0.451,,0.131946,0.507786,0.0483527,50347
2007,139931,Georgia Southern University,Georgia,0.473641304,0.788869765,7360,3486,2732,18,2750,30460,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","10,000-19,999",,,,,64013108,52396164,,1975585,18548936,95173528,1695944,-135224,125420928,92526040,227411040,89526600,3626174,2944009.25,6570183,17825680,19582662,220942432,95115912,26061454,39384776,38534372,227411040,220942432,1180,0.454,,0.135338,0.49912,0.0478323,51432
2008,139931,Georgia Southern University,Georgia,0.453522868,0.83346961,8090,3669,3029,29,3058,30460,"Southeast: AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, and WV","Degree-granting, primarily baccalaureate or above","10,000-19,999",,,,,75225488,60620440,,2259367,21466170,90095992,3105047,4050020,122589936,109888312,263256272,95259960,4194086.75,3034945,7229032,19240278,21913220,241160864,101705168,27684154,38534372,31832914,263256272,241160864,1295,0.473,,0.128394,0.499422,0.0456384,52835
